Date,Open,High,Low,Close,Adj Close,Volume
2008-08-08,126.76000213623047,130.16000366210938,126.62000274658203,129.83999633789062,97.15621185302734,1945600
2008-08-11,129.72999572753906,131.72000122070312,129.47000122070312,130.8800048828125,97.93441009521484,3076500
2008-08-12,130.5,130.5800018310547,128.94000244140625,129.52000427246094,96.91677856445312,2259200
2008-08-13,128.97999572753906,129.8300018310547,127.91000366210938,129.0500030517578,96.5650634765625,3475000
2008-08-14,128.08999633789062,130.49000549316406,127.98999786376953,129.75999450683594,97.09635162353516,2026900
2008-08-15,130.1199951171875,130.7100067138672,129.52000427246094,130.2899932861328,97.49293518066406,1969000
2008-08-18,130.72999572753906,130.72999572753906,127.87000274658203,128.5399932861328,96.1834487915039,2836600
2008-08-19,127.62000274658203,127.9000015258789,126.75,127.25,95.21817779541016,2010300
2008-08-20,127.62000274658203,128.14999389648438,126.56999969482422,127.95999908447266,95.74945068359375,2367500
2008-08-21,126.9800033569336,128.64999389648438,126.8499984741211,128.22000122070312,95.9439926147461,1523300
2008-08-22,128.94000244140625,129.8800048828125,128.8000030517578,129.74000549316406,97.08141326904297,1762400
2008-08-25,128.97000122070312,129.05999755859375,126.9800033569336,127.3499984741211,95.29300689697266,2064500
2008-08-26,127.31999969482422,128.0800018310547,126.80999755859375,127.63999938964844,95.50999450683594,1477800
2008-08-27,127.80000305175781,129.0500030517578,127.5199966430664,128.72000122070312,96.31815338134766,1261100
2008-08-28,129.4499969482422,130.55999755859375,129.3699951171875,130.5500030517578,97.68750762939453,2156000
2008-08-29,129.88999938964844,130.36000061035156,128.8300018310547,128.94000244140625,96.48274230957031,1972900
2008-09-02,130.30999755859375,130.9199981689453,127.76000213623047,128.35000610351562,96.04129028320312,3701100
2008-09-03,128.10000610351562,128.6999969482422,127.16999816894531,128.25999450683594,95.97392272949219,2728300
2008-09-04,127.1500015258789,127.41999816894531,124.22000122070312,124.29000091552734,93.00328826904297,2891100
2008-09-05,123.47000122070312,125.12999725341797,122.31999969482422,124.88999938964844,93.45222473144531,2408400
2008-09-08,128.3000030517578,128.4600067138672,125.31999969482422,127.45999908447266,95.37533569335938,4761100
2008-09-09,127.29000091552734,127.52999877929688,123.12999725341797,123.13999938964844,92.14275360107422,6746900
2008-09-10,124.08999633789062,125.0999984741211,122.81999969482422,123.77999877929688,92.62167358398438,3299500
2008-09-11,122.36000061035156,125.76000213623047,121.80999755859375,125.66000366210938,94.02842712402344,3084300
2008-09-12,124.52999877929688,126.20999908447266,124.06999969482422,125.95999908447266,94.25289916992188,3524600
2008-09-15,121.97000122070312,124.47000122070312,120.33000183105469,120.5199966430664,90.18228912353516,9180800
2008-09-16,117.4000015258789,122.23999786376953,117.33999633789062,122.04000091552734,91.31964874267578,13552200
2008-09-17,119.80000305175781,120.55999755859375,116.19999694824219,116.5,87.1741943359375,6806300
2008-09-18,118.13999938964844,122.0,114.01000213623047,120.77999877929688,90.37682342529297,13529800
2008-09-19,125.95999908447266,125.95999908447266,124.25,125.95999908447266,94.25289916992188,5637500
2008-09-22,125.37000274658203,125.62999725341797,121.23999786376953,121.61000061035156,90.99788665771484,3731700
2008-09-23,121.75,122.9000015258789,119.41999816894531,119.41999816894531,89.35916137695312,6166000
2008-09-24,120.02999877929688,120.55000305175781,118.69000244140625,119.4000015258789,89.34420776367188,3056200
2008-09-25,119.80000305175781,122.11000061035156,119.29000091552734,121.1500015258789,91.17218780517578,4731300
2008-09-26,119.13999938964844,121.62999725341797,118.68000030517578,121.36000061035156,91.33021545410156,4576700
2008-09-29,119.33000183105469,119.5,111.06999969482422,112.3499984741211,84.54965209960938,12131900
2008-09-30,113.73999786376953,117.5,112.95999908447266,116.81999969482422,87.9135971069336,6804000
2008-10-01,115.37000274658203,116.88999938964844,114.16000366210938,115.9000015258789,87.22126770019531,11318900
2008-10-02,115.18000030517578,115.3499984741211,111.2699966430664,111.62999725341797,84.00784301757812,7451700
2008-10-03,113.08999633789062,115.66000366210938,109.88999938964844,110.25,82.96930694580078,10776900
2008-10-06,107.33000183105469,107.80999755859375,100.80999755859375,106.58999633789062,80.21492767333984,13657200
2008-10-07,106.98999786376953,107.5199966430664,99.5999984741211,100.4000015258789,75.55662536621094,10833500
2008-10-08,97.73999786376953,102.36000061035156,92.0,98.37999725341797,74.03649139404297,15229100
2008-10-09,99.8499984741211,100.80999755859375,91.0999984741211,91.88999938964844,69.1523666381836,16950800
2008-10-10,86.98999786376953,94.12999725341797,83.77999877929688,91.5,68.8588638305664,17233900
2008-10-13,94.16999816894531,101.01000213623047,93.33999633789062,100.91000366210938,75.9404525756836,6510500
2008-10-14,105.01000213623047,106.26000213623047,97.3499984741211,99.94999694824219,75.21797943115234,13244600
2008-10-15,97.88999938964844,97.94000244140625,90.69000244140625,90.79000091552734,68.32455444335938,8677300
2008-10-16,91.43000030517578,94.93000030517578,86.69999694824219,94.70999908447266,71.27457427978516,18651800
2008-10-17,92.19000244140625,98.7699966430664,91.70999908447266,94.20999908447266,70.89828491210938,13233400
2008-10-20,95.6500015258789,98.77999877929688,94.58000183105469,98.75,74.31489562988281,7405600
2008-10-21,97.26000213623047,98.81999969482422,95.44000244140625,95.56999969482422,71.92179107666016,8433600
2008-10-22,93.4000015258789,93.68000030517578,87.73999786376953,90.33999633789062,67.98589324951172,8730300
2008-10-23,90.47000122070312,92.61000061035156,86.0,91.0999984741211,68.55785369873047,16961200
2008-10-24,84.72000122070312,90.05000305175781,84.12000274658203,87.62999725341797,65.94647216796875,12867200
2008-10-27,86.13999938964844,89.66999816894531,84.68000030517578,84.77999877929688,63.80170822143555,7370800
2008-10-28,87.58999633789062,94.33000183105469,84.72000122070312,94.19000244140625,70.88325500488281,9834100
2008-10-29,93.86000061035156,97.38999938964844,92.27999877929688,92.29000091552734,69.45339965820312,8778100
2008-10-30,95.87999725341797,96.66999816894531,93.08000183105469,95.66999816894531,71.99703216552734,7994600
2008-10-31,95.31999969482422,98.75,94.69000244140625,97.38999938964844,73.29145050048828,7769600
2008-11-03,97.0,97.88999938964844,96.16000366210938,97.0,72.9979248046875,4855600
2008-11-04,99.22000122070312,101.06999969482422,98.44000244140625,100.6500015258789,75.74475860595703,5401400
2008-11-05,99.41000366210938,100.4000015258789,95.26000213623047,95.86000061035156,72.14005279541016,6519000
